,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
484,1001701,P00173542,F,26-35,4,B,1,0,5,8.0,,6998
485,1002162,P00304842,F,0-17,10,C,2,0,8,,,7822
486,1005645,P00001842,M,26-35,2,B,3,0,16,,,20610
488,1001449,P00089242,M,36-45,20,A,1,1,2,5.0,,9870
489,1003807,P00058042,F,36-45,19,B,2,0,8,16.0,,10005
490,1001335,P00271242,M,36-45,0,C,1,0,8,14.0,,7787
491,1004115,P00032442,M,26-35,15,B,1,0,5,,,5399
492,1000156,P00001142,F,46-50,7,C,4+,1,5,8.0,14.0,8746
493,1001794,P00277842,M,26-35,11,B,1,0,1,,,15609
495,1001290,P00238442,M,36-45,0,C,1,0,6,,,20004
496,1005042,P00004942,F,18-25,2,A,4+,1,8,14.0,,10038
497,1002872,P00108442,M,26-35,20,B,1,0,5,,,7194
498,1004377,P00303342,M,26-35,0,C,1,1,1,16.0,,15363
501,1001998,P00037142,F,51-55,9,B,2,1,1,2.0,5.0,12051
502,1001748,P00216142,M,51-55,1,A,1,1,1,16.0,,15431
503,1001501,P00241442,M,26-35,11,A,3,0,2,15.0,,12786
504,1002294,P00112142,M,55+,13,B,3,0,1,2.0,14.0,15276
505,1005000,P00335242,M,26-35,4,B,4+,0,5,8.0,,7086
506,1003191,P00253142,M,26-35,12,B,4+,0,1,2.0,5.0,15226
507,1002934,P00183242,F,36-45,20,B,3,0,5,15.0,,5437
508,1002303,P00005742,M,51-55,17,B,4+,1,8,14.0,,7787
509,1005491,P00144642,M,18-25,7,A,1,0,1,15.0,16.0,8121
510,1001203,P00317842,F,26-35,1,A,3,0,8,,,7917
511,1002820,P00116142,F,36-45,0,A,2,0,10,13.0,16.0,23496
512,1005263,P00347642,M,36-45,7,B,1,0,1,6.0,,15530
513,1000169,P00244742,M,26-35,7,B,3,0,11,,,3209
515,1003780,P00161242,M,0-17,0,C,0,0,1,5.0,12.0,15587
516,1001265,P00360842,F,18-25,20,B,0,1,5,,,6899
517,1001339,P00132642,M,36-45,18,C,2,0,1,,,15235
518,1005653,P00271142,M,51-55,1,B,1,0,5,,,6992
519,1001472,P0097242,M,26-35,7,C,1,0,1,16.0,,15384
520,1004302,P00051142,M,51-55,1,C,1,0,8,,,8025
521,1004076,P00225542,M,26-35,17,A,2,0,5,8.0,,3506
522,1004387,P00235842,F,18-25,4,B,0,0,11,15.0,16.0,3157
523,1003994,P00313342,M,51-55,7,B,2,1,5,,,8857
524,1002611,P00240442,M,26-35,3,B,4+,0,6,16.0,,11976
526,1004115,P00223242,M,26-35,15,B,1,0,5,14.0,,8854
527,1001894,P00283242,F,36-45,7,B,0,1,5,8.0,,5232
528,1003892,P00168742,M,26-35,20,A,0,0,1,5.0,,11455
529,1002521,P00184942,M,36-45,17,B,1,0,1,8.0,17.0,19660
530,1000676,P00008742,M,18-25,16,B,1,1,5,,,5184
532,1004123,P00254242,F,26-35,4,C,1,0,5,11.0,12.0,3669
534,1004069,P00150342,M,36-45,15,C,1,1,8,14.0,,10001
535,1001017,P00181542,M,36-45,0,B,2,0,11,16.0,,7387
536,1001894,P00052242,F,36-45,7,B,0,1,8,,,6013
537,1005550,P00327542,M,36-45,15,B,2,0,5,,,8891
538,1004336,P00144242,F,26-35,0,B,4+,0,5,14.0,,8635
539,1003693,P00042842,M,26-35,15,B,1,1,5,,,5212
540,1002231,P00120842,M,51-55,11,B,1,1,8,17.0,,7790
544,1005388,P00184942,F,18-25,4,C,1,0,1,8.0,17.0,12026
545,1000611,P00216342,M,36-45,0,C,1,0,3,4.0,5.0,11001
548,1001053,P00135242,M,36-45,0,C,2,1,4,5.0,13.0,1381
549,1001884,P00254342,M,46-50,20,B,1,1,5,11.0,,7121
550,1002247,P00084842,M,46-50,2,B,2,1,8,16.0,,9885
551,1002947,P00195242,F,26-35,0,A,1,1,8,,,9995
552,1004543,P00173842,M,26-35,2,A,0,0,1,2.0,15.0,7631
553,1001086,P00136742,M,18-25,4,A,2,0,1,14.0,16.0,19079
554,1004734,P00030842,M,51-55,1,B,1,1,1,2.0,15.0,15735
555,1004412,P00153642,M,18-25,4,C,1,0,8,,,5850
556,1005026,P00000342,M,26-35,17,B,1,1,5,14.0,,5164
557,1003391,P00299142,M,18-25,4,A,0,0,5,,,7130
558,1004008,P00351242,M,18-25,1,B,2,1,3,4.0,5.0,2695
559,1001447,P00049142,M,18-25,4,A,0,0,1,15.0,,15714
560,1005767,P00093542,M,26-35,2,B,0,0,1,6.0,,11725
561,1002177,P00005942,F,36-45,20,C,3,1,2,4.0,9.0,9931
562,1004647,P00349342,M,36-45,20,B,1,1,8,,,7761
563,1001507,P00086042,M,36-45,17,C,0,0,8,14.0,17.0,5978
565,1005035,P00000742,F,26-35,17,B,1,1,5,14.0,,5167
566,1001727,P00001542,M,36-45,16,B,2,1,1,2.0,14.0,12026
567,1001322,P00272942,M,55+,0,A,0,0,5,,,5411
568,1003469,P00345742,M,46-50,17,B,3,1,1,2.0,15.0,11433
569,1001121,P00153342,M,55+,7,C,4+,1,14,,,15116
570,1005221,P00274142,F,55+,1,C,1,0,1,,,11434
571,1004796,P00112142,M,36-45,7,A,4+,1,1,2.0,14.0,15896
572,1002466,P00327142,M,26-35,15,B,4+,0,8,15.0,,6087
573,1003729,P00367042,M,18-25,4,A,2,0,8,,,9846
574,1005595,P00165442,M,26-35,20,B,1,0,1,15.0,16.0,4448
575,1001484,P00292642,M,26-35,12,C,1,0,8,,,8118
576,1000436,P00129342,M,18-25,4,C,1,0,1,5.0,15.0,3865
577,1000166,P00070042,M,18-25,4,B,1,1,1,2.0,16.0,12101
578,1000929,P00032442,M,26-35,15,A,1,0,5,,,5199
579,1000553,P00047942,M,26-35,2,B,1,0,5,13.0,,8816
580,1000669,P00302342,M,26-35,17,B,2,0,8,,,9900
582,1002504,P00184942,M,26-35,7,A,2,1,1,8.0,17.0,19447
583,1003618,P00285842,M,55+,17,A,4+,1,5,,,5324
584,1005780,P00130442,M,18-25,17,B,1,0,3,5.0,,8052
586,1001150,P0095842,F,26-35,20,A,1,0,3,4.0,12.0,5637
587,1004447,P00318742,M,46-50,5,B,0,1,1,8.0,,11558
588,1000410,P00100442,F,26-35,1,B,4+,0,2,4.0,5.0,12820
590,1000424,P00015742,M,26-35,17,A,3,0,7,,,16654
591,1005619,P00344342,F,18-25,4,C,0,0,8,14.0,,3993
593,1005493,P00251242,M,36-45,12,B,3,0,5,11.0,,6852
594,1005702,P00141542,M,18-25,0,B,4+,0,5,,,6863
595,1002389,P00114142,M,26-35,16,A,0,1,8,,,8012
597,1004585,P00298442,M,36-45,7,C,3,0,16,,,16417
598,1003501,P0097242,F,36-45,7,C,1,0,1,16.0,,15568
599,1002909,P00244042,M,26-35,7,A,1,0,1,2.0,15.0,7995
600,1005905,P00226742,F,36-45,20,B,2,0,11,,,6160
602,1000202,P00329542,M,18-25,4,A,3,0,1,15.0,16.0,12081
604,1002250,P00142142,M,18-25,19,A,3,1,1,2.0,15.0,4354
605,1002663,P00110842,F,26-35,4,B,2,0,1,2.0,5.0,15795
607,1003596,P00272842,F,36-45,4,A,3,0,5,14.0,,8802
608,1000501,P00233442,M,26-35,2,C,4+,1,1,2.0,15.0,19378
609,1001088,P00202142,F,0-17,10,A,3,0,8,16.0,17.0,7868
610,1001547,P00285842,M,55+,13,A,4+,1,5,,,8618
611,1001632,P00120442,M,26-35,16,B,1,0,8,,,9912
612,1002986,P00350342,M,26-35,4,A,2,1,1,6.0,,7806
613,1001062,P00111242,M,51-55,19,C,3,0,1,18.0,,19425
614,1001019,P00335242,M,36-45,1,A,4+,1,5,8.0,,5324
615,1001470,P00296542,M,18-25,4,A,1,1,8,,,7937
617,1002952,P00003042,M,26-35,4,B,1,0,8,,,9712
618,1003910,P00113742,M,26-35,20,A,2,0,5,14.0,,8664
619,1003644,P00059442,F,26-35,11,A,2,1,6,8.0,16.0,12255
621,1002241,P00176842,M,46-50,5,B,1,0,12,14.0,,1411
623,1001803,P00179842,M,26-35,2,B,1,0,11,,,6056
624,1000237,P00252042,M,26-35,6,C,1,1,5,14.0,,7010
625,1001671,P00117942,M,36-45,0,B,2,0,5,15.0,,6897
626,1002489,P00157542,F,36-45,9,B,1,0,8,14.0,,5862
628,1005823,P00110942,M,26-35,12,B,1,0,1,2.0,,15496
629,1003142,P00240142,M,26-35,20,B,0,0,5,,,7043
630,1000999,P00313142,M,26-35,15,B,2,0,8,,,7816
631,1001418,P00025042,M,18-25,4,A,1,1,5,15.0,,3499
633,1005924,P00370293,M,36-45,0,B,0,1,19,,,49
634,1003726,P00000242,M,26-35,17,C,3,1,2,4.0,9.0,12843
635,1004562,P00086342,M,36-45,10,A,1,1,8,,,6188
637,1003989,P00023042,M,51-55,12,A,0,1,5,14.0,,5423
638,1005747,P00243942,M,26-35,0,B,4+,1,1,2.0,15.0,11877
639,1004470,P00227942,M,36-45,12,C,3,1,2,5.0,,9689
640,1004728,P00216742,M,26-35,19,B,3,0,5,,,5220
642,1001383,P00342742,F,26-35,7,A,1,0,8,14.0,,6052
644,1001120,P00102042,M,18-25,4,A,0,1,5,,,5396
646,1004227,P0095842,M,26-35,19,A,0,0,3,4.0,12.0,8092
647,1004167,P00184242,M,26-35,20,B,1,0,9,15.0,,18713
649,1003449,P00265242,M,26-35,14,B,3,0,5,8.0,,7053
650,1002737,P00037742,M,26-35,3,B,3,0,8,,,3977
651,1005286,P00087642,M,46-50,16,B,0,0,5,14.0,,6878
653,1000100,P00145042,M,36-45,17,C,4+,0,1,2.0,5.0,8251
654,1002205,P00188842,F,26-35,7,A,3,1,8,,,8134
656,1003648,P00110942,M,18-25,4,B,1,0,1,2.0,,19383
657,1003557,P00216342,M,18-25,5,B,0,1,3,4.0,5.0,8001
658,1000741,P00174542,M,26-35,5,C,1,1,11,15.0,,7410
659,1000999,P00130242,M,26-35,15,B,2,0,8,,,6165
660,1005056,P00113142,M,46-50,1,C,1,1,1,5.0,12.0,19669
661,1000390,P00245342,M,26-35,4,A,0,0,11,,,6135
662,1004048,P00103042,F,36-45,1,B,1,0,1,14.0,,15430
663,1002651,P00177542,M,55+,14,C,3,1,1,8.0,,8250
664,1000750,P00313542,F,36-45,9,B,4+,1,5,8.0,,7058
667,1001086,P00113442,M,18-25,4,A,2,0,3,5.0,,13404
668,1002858,P00058442,F,0-17,10,B,2,0,5,14.0,,8595
671,1004980,P00085442,M,26-35,1,B,0,0,12,14.0,,1032
672,1002015,P0097142,M,18-25,4,B,4+,0,12,,,751
673,1004343,P00029842,M,26-35,12,C,1,1,8,,,6190
674,1002380,P00100842,M,26-35,4,A,0,1,5,,,8766
675,1000909,P00109142,M,46-50,7,C,2,0,8,17.0,,9826
676,1003808,P00213542,M,26-35,7,A,2,1,11,,,4600
677,1004802,P00350542,M,55+,1,B,3,1,8,17.0,,7855
678,1001768,P00080342,M,46-50,16,C,1,1,1,6.0,8.0,15668
679,1002996,P00259542,M,18-25,0,B,1,0,5,,,1827
680,1004092,P00205942,F,26-35,0,C,4+,0,5,8.0,14.0,7185
681,1004766,P00170342,M,36-45,16,A,3,0,1,15.0,,8133
682,1004064,P00255842,M,46-50,0,A,1,1,16,,,20345
683,1004808,P00250242,M,36-45,0,A,1,1,5,,,7184
684,1001851,P00018042,M,26-35,19,B,4+,1,15,16.0,,8407
685,1000881,P00222042,M,18-25,14,A,1,0,1,8.0,,8336
686,1001694,P00184042,M,26-35,12,B,3,1,1,8.0,,18993
687,1003315,P00081142,M,26-35,12,B,1,1,6,8.0,14.0,20071
688,1004007,P00024742,M,36-45,12,A,1,1,8,11.0,,7912
693,1005278,P00325742,F,26-35,7,B,1,0,2,9.0,,6491
695,1004580,P0097742,F,55+,13,C,0,1,8,,,7822
696,1001790,P00233642,M,26-35,0,C,1,0,1,15.0,,7876
697,1002251,P00127642,M,36-45,14,A,3,0,1,2.0,15.0,15187
699,1002059,P00113242,M,36-45,0,B,3,0,1,6.0,8.0,18977
701,1000828,P00277642,M,18-25,4,C,2,0,2,3.0,10.0,13235
702,1003336,P00159942,M,36-45,17,B,2,1,5,,,3526
703,1001926,P00346342,F,0-17,0,B,1,0,1,15.0,,8278
704,1005831,P00316642,M,26-35,1,A,2,1,4,5.0,,2820
705,1000780,P00253142,M,26-35,17,B,3,0,1,2.0,5.0,15874
707,1004482,P00242842,F,36-45,1,A,1,0,5,14.0,,7073
708,1003660,P00319542,M,36-45,7,C,3,0,8,14.0,,5879
711,1005683,P00085442,F,18-25,9,B,0,1,12,14.0,,1715
712,1005964,P00129042,M,18-25,5,B,1,0,1,11.0,,11818
713,1004054,P00161842,M,36-45,3,B,1,0,10,13.0,16.0,14378
714,1000024,P00120542,F,26-35,7,A,3,1,8,14.0,,9806
715,1000533,P00227942,M,26-35,12,A,1,0,2,5.0,,6580
716,1000984,P00214342,M,51-55,16,A,2,1,5,,,7012
717,1004404,P00269242,M,26-35,1,B,1,0,11,13.0,,1506
718,1001960,P00313342,M,46-50,7,B,3,1,5,,,7067
719,1001671,P00343442,M,36-45,0,B,2,0,12,,,1381
720,1002059,P00124942,M,36-45,0,B,3,0,11,,,2996
721,1001017,P00122542,M,36-45,0,B,2,0,11,,,7613
723,1005055,P00115742,F,36-45,16,A,2,0,6,10.0,16.0,16105
725,1003062,P00149342,M,18-25,4,C,2,0,13,16.0,,961
726,1005539,P00117842,F,26-35,20,B,1,1,5,13.0,16.0,7191
728,1002045,P00367042,F,0-17,0,C,0,0,8,,,9774
729,1004448,P00305242,M,26-35,14,A,0,0,1,5.0,,15245
731,1001040,P00277442,M,26-35,11,C,1,1,1,6.0,15.0,15730
733,1000526,P00266642,M,46-50,17,C,1,1,1,8.0,9.0,15578
734,1004115,P00165042,M,26-35,15,B,1,0,2,4.0,,6956
735,1000895,P00178042,M,51-55,1,C,1,1,8,14.0,,8010
736,1001926,P00119642,F,0-17,0,B,1,0,1,2.0,8.0,19607
737,1004060,P00207742,M,26-35,18,C,2,1,5,14.0,,6874
739,1002242,P00072442,M,18-25,4,A,2,0,2,,,12711
740,1004806,P00163542,M,26-35,17,C,2,0,2,4.0,5.0,10119
741,1004037,P00084942,M,51-55,16,C,2,0,5,8.0,,8814
742,1004312,P00180342,M,26-35,18,A,0,1,11,,,5959
743,1003213,P00247042,F,26-35,1,C,3,0,5,14.0,,8574
744,1000261,P00320842,M,26-35,20,A,4+,0,1,4.0,9.0,8146
745,1004728,P00102442,M,26-35,19,B,3,0,8,,,9750
747,1005686,P00216342,M,55+,16,A,1,1,3,4.0,5.0,5555
748,1005848,P00087042,M,51-55,20,A,0,1,10,14.0,16.0,18648
749,1000975,P00057942,M,36-45,0,B,2,1,1,2.0,6.0,3950
750,1001524,P00062842,M,18-25,4,B,1,0,1,2.0,13.0,15394
751,1001901,P00114442,M,51-55,7,C,3,1,5,6.0,,8694
753,1000303,P00024042,M,26-35,7,C,1,1,7,,,20513
754,1004416,P00271542,M,18-25,4,A,3,1,18,,,2316
756,1003855,P00146042,M,26-35,17,C,1,1,1,13.0,15.0,7916
758,1004979,P00226242,M,36-45,2,B,1,1,11,15.0,,3236
759,1005103,P00025142,F,36-45,16,C,1,0,13,16.0,,772
760,1001227,P00046142,M,51-55,1,B,2,0,1,16.0,,11773
761,1001714,P00111742,M,26-35,17,C,0,1,15,,,16956
762,1005691,P00145042,M,36-45,14,C,1,0,1,2.0,5.0,15460
763,1000202,P00093642,M,18-25,4,A,3,0,6,,,12039
764,1005053,P00046742,M,26-35,4,C,3,0,1,2.0,15.0,11636
765,1003536,P00271142,M,18-25,4,C,0,0,5,,,8869
766,1001884,P00199642,M,46-50,20,B,1,1,16,,,12592
767,1000881,P00130242,M,18-25,14,A,1,0,8,,,8046
768,1004004,P00045342,M,51-55,0,C,1,1,1,5.0,17.0,11580
769,1004231,P00046742,F,51-55,18,C,4+,0,1,2.0,15.0,19360
770,1005422,P00066442,M,51-55,7,A,2,1,5,14.0,,7085
771,1004426,P00211042,M,46-50,17,C,4+,1,5,,,7021
774,1004139,P00018942,M,55+,14,B,1,1,8,,,7943
775,1003267,P00221442,M,26-35,4,A,2,0,1,2.0,5.0,15659
776,1000904,P00226442,M,36-45,20,B,4+,0,11,15.0,,1708
777,1003297,P00081842,M,18-25,4,A,3,0,8,,,4039
778,1003808,P00180842,M,26-35,7,A,2,1,11,,,4672
779,1001356,P00289842,F,18-25,4,B,2,0,1,16.0,,4482
781,1000295,P00248342,M,18-25,0,C,4+,0,8,13.0,,3914
782,1005520,P00031042,M,46-50,1,C,0,1,8,,,9925
783,1005345,P00001042,F,26-35,17,C,2,1,1,2.0,16.0,15843
784,1002063,P00181842,M,26-35,4,A,3,0,11,,,6155
785,1002756,P00122442,M,18-25,4,C,2,0,1,11.0,15.0,15236
786,1000319,P00366942,F,51-55,6,B,3,1,8,,,6018
787,1004647,P00154642,M,36-45,20,B,1,1,8,,,2037
788,1000208,P00024042,M,36-45,17,C,1,1,7,,,20795
791,1000306,P00148642,M,18-25,0,C,3,0,6,10.0,13.0,16620
792,1004511,P00343542,M,36-45,7,C,2,0,8,11.0,,10051
793,1000985,P00105442,M,26-35,4,C,0,0,11,,,7424
794,1000436,P00183842,M,18-25,4,C,1,0,4,9.0,12.0,3487
795,1001061,P00173042,M,46-50,0,C,0,1,13,15.0,16.0,942
796,1000352,P00174442,M,18-25,4,A,0,0,5,,,8709
797,1003410,P00270242,M,36-45,1,B,3,1,8,,,9756
798,1003621,P00127542,M,18-25,4,B,3,0,1,2.0,15.0,15412
799,1002684,P00073642,F,18-25,0,C,3,1,8,,,7885
801,1003180,P00135342,M,26-35,14,B,1,0,5,,,1803
802,1002304,P00177442,M,46-50,12,B,2,1,1,6.0,8.0,15320
804,1002267,P00205442,F,55+,13,C,1,1,5,8.0,14.0,7093
806,1002523,P00266642,M,26-35,17,B,0,0,1,8.0,9.0,11639
807,1003093,P00309942,F,46-50,20,C,2,1,5,,,5179
808,1003847,P00014842,M,26-35,7,B,1,0,1,2.0,5.0,7868
809,1002952,P00046142,M,26-35,4,B,1,0,1,16.0,,15352
811,1002172,P00195342,M,18-25,20,B,2,0,2,5.0,,6796
812,1003454,P00303142,M,18-25,0,A,1,1,5,,,3707
815,1003626,P00110642,M,26-35,17,B,3,0,5,,,8658
816,1002599,P00111742,M,26-35,12,B,2,0,15,,,8309
817,1005708,P00310842,M,36-45,1,B,4+,0,6,8.0,10.0,12001
818,1001810,P00285842,M,51-55,13,A,1,1,5,,,6885
819,1000161,P00252642,M,46-50,16,C,4+,1,8,,,6011
820,1005026,P00258942,M,26-35,17,B,1,1,5,11.0,,1966
822,1005998,P00293242,M,18-25,4,B,4+,0,8,16.0,,7897
823,1000887,P00182742,F,55+,16,B,3,1,1,2.0,14.0,11923
825,1000065,P00145642,M,36-45,12,C,2,1,1,8.0,17.0,19582
826,1000319,P00119442,F,51-55,6,B,3,1,5,,,5473
827,1000349,P00059442,M,0-17,10,C,0,0,6,8.0,16.0,12153
828,1000541,P0096942,F,18-25,4,C,3,0,3,4.0,,7965
829,1001727,P00310842,M,36-45,16,B,2,1,6,8.0,10.0,20371
830,1005097,P00293242,M,55+,16,C,3,0,8,16.0,,9931
831,1000508,P00226342,M,26-35,12,B,0,0,11,15.0,,5987
832,1001671,P00253542,M,36-45,0,B,2,0,8,,,8019
833,1002754,P00323042,M,51-55,12,A,1,0,5,,,7112
835,1000839,P00319542,M,26-35,0,A,2,0,8,14.0,,5936
837,1004360,P00191542,F,26-35,9,B,1,0,4,5.0,,2166
838,1002680,P00117442,M,26-35,12,C,1,1,5,14.0,,6864
839,1003182,P00180642,M,26-35,12,A,2,1,11,,,1667
840,1005585,P00277642,M,26-35,4,A,4+,0,2,3.0,10.0,6760
841,1003261,P00270242,M,46-50,20,B,1,1,8,,,6141
842,1003824,P00129142,M,26-35,17,A,3,1,1,11.0,,8022
844,1003681,P00205242,M,26-35,7,B,3,0,5,,,5148
845,1000173,P00184042,M,26-35,0,B,1,1,1,8.0,,19317
846,1001137,P00189642,M,18-25,4,B,4+,0,8,13.0,,3997
847,1002063,P00170742,M,26-35,4,A,3,0,5,,,3567
848,1005567,P00148642,M,51-55,3,B,0,1,6,10.0,13.0,20526
849,1001146,P00053042,F,18-25,16,B,2,1,5,14.0,16.0,8573
850,1001950,P00113342,M,26-35,12,C,1,0,1,8.0,17.0,19053
851,1002561,P00173542,M,26-35,15,A,2,1,5,8.0,,8878
852,1001685,P00219842,M,36-45,12,B,1,0,5,,,5189
853,1002522,P00103042,M,18-25,11,A,1,0,1,14.0,,11730
854,1005657,P0093942,M,51-55,14,A,1,0,8,16.0,,8137
855,1005412,P00101842,M,26-35,12,A,3,0,6,16.0,,20040
857,1001117,P00366242,M,18-25,14,B,3,0,11,,,4522
859,1002536,P00170942,M,55+,13,B,4+,1,5,8.0,14.0,5358
860,1002679,P00113242,F,18-25,4,A,2,0,1,6.0,8.0,15393
861,1001586,P00237542,M,46-50,7,B,2,1,1,15.0,16.0,19555
862,1000509,P00315642,M,26-35,2,A,0,1,8,13.0,,5906
863,1000998,P00370242,M,46-50,20,A,0,1,5,,,7089
865,1004466,P00112142,M,36-45,11,B,3,0,1,2.0,14.0,12034
866,1001496,P00069242,M,26-35,17,A,2,0,8,11.0,,6074
867,1003205,P00128942,F,36-45,16,B,1,0,1,11.0,,19065
868,1003690,P00149342,M,18-25,0,B,2,0,13,16.0,,760
869,1000721,P00255842,F,36-45,9,B,1,0,16,,,20215
870,1003603,P00225442,F,36-45,7,B,0,1,16,,,12334
871,1004812,P00045142,M,18-25,14,C,2,0,1,2.0,6.0,15378
872,1000770,P00111642,M,18-25,4,B,2,1,1,3.0,4.0,18963
873,1000265,P00176842,F,36-45,7,A,4+,1,12,14.0,,1715
874,1003693,P00035942,M,26-35,15,B,1,1,1,5.0,18.0,11541
875,1005547,P00219742,F,18-25,4,A,3,1,6,11.0,16.0,8054
876,1003325,P00301542,F,36-45,14,C,2,1,16,,,4426
877,1005680,P00135542,M,51-55,20,A,4+,1,13,,,394
878,1001345,P00144242,F,26-35,2,C,1,1,5,14.0,,5217
879,1002018,P00007042,M,36-45,16,B,1,0,1,,,3974
880,1003965,P00296142,M,18-25,11,C,3,0,5,,,3431
881,1002937,P00156442,F,18-25,4,A,4+,0,8,,,8015
882,1001632,P00248742,M,26-35,16,B,1,0,5,,,3540
884,1001601,P00295742,M,26-35,12,C,2,0,8,,,6126
885,1001285,P00322942,M,36-45,4,A,0,1,2,8.0,16.0,16026
886,1003401,P00221542,M,36-45,7,B,1,0,5,15.0,,6942
887,1004497,P00280442,M,51-55,0,B,3,1,11,,,4507
888,1005709,P00221442,M,18-25,4,B,4+,0,1,2.0,5.0,15339
889,1005526,P00158542,F,36-45,2,A,0,0,5,6.0,13.0,6873
890,1001172,P00366542,F,26-35,0,A,2,1,5,,,8749
891,1005623,P00226442,M,26-35,11,B,2,1,11,15.0,,3038
892,1001124,P00319942,M,26-35,2,B,4+,1,1,8.0,,15765
893,1000456,P00286642,M,36-45,0,A,0,0,11,14.0,,6079
895,1002544,P00255942,M,46-50,1,B,1,0,1,16.0,,11763
897,1000622,P00028842,M,26-35,0,B,1,1,6,8.0,,15941
899,1004731,P00221442,M,26-35,17,B,1,1,1,2.0,5.0,15525
900,1005812,P00228642,F,26-35,7,A,1,1,5,18.0,,5331
902,1000796,P00200242,M,51-55,6,B,4+,1,8,10.0,16.0,7762
903,1001938,P00057942,F,26-35,2,C,1,1,1,2.0,6.0,15509
904,1002279,P00222942,M,51-55,7,B,2,1,1,2.0,8.0,11407
905,1005682,P00324942,M,18-25,0,B,2,0,5,,,7037
907,1004686,P00073642,M,18-25,1,C,2,0,8,,,7773
908,1005954,P00058142,M,46-50,11,A,2,1,3,4.0,12.0,5458
909,1001779,P00251842,M,18-25,1,C,4+,0,1,15.0,16.0,4409
910,1001010,P00184842,M,26-35,0,A,1,0,5,6.0,,1896
911,1001474,P00131042,M,26-35,4,A,2,1,8,,,1994
913,1001758,P00045842,F,26-35,0,B,1,0,5,14.0,,7120
914,1002517,P00039542,F,36-45,9,C,1,0,8,,,6176
915,1001255,P00001442,M,26-35,17,A,4+,0,8,,,7856
916,1004183,P00062742,M,26-35,1,B,4+,0,8,17.0,,4252
917,1000739,P00321742,M,36-45,12,C,3,0,5,8.0,17.0,5270
918,1004308,P00265542,M,26-35,0,C,4+,0,5,8.0,,5164
920,1000509,P00239242,M,26-35,2,A,0,1,5,8.0,14.0,5178
921,1001322,P00313842,M,55+,0,A,0,0,1,2.0,17.0,15215
922,1005371,P00102442,M,26-35,11,A,0,0,8,,,9781
923,1004904,P00293242,M,51-55,15,B,1,1,8,16.0,,7848
924,1000721,P00146742,F,36-45,9,B,1,0,1,13.0,14.0,7701
925,1001793,P00006942,M,26-35,4,B,1,0,1,5.0,6.0,4402
926,1001724,P00109542,M,18-25,4,C,3,0,8,14.0,17.0,10076
927,1003999,P00198142,M,36-45,17,B,4+,0,2,4.0,9.0,10080
928,1002629,P00102342,M,26-35,11,C,0,1,8,14.0,17.0,7902
929,1005847,P00270842,F,18-25,4,B,2,0,5,,,5287
930,1000445,P00247142,M,46-50,12,A,1,1,8,15.0,16.0,6153
931,1001053,P00249542,M,36-45,0,C,2,1,1,5.0,15.0,11423
932,1004181,P00006942,F,26-35,7,C,2,0,1,5.0,6.0,15630
933,1001824,P00229342,F,18-25,4,C,2,0,5,14.0,,5458
934,1005689,P00159542,M,26-35,0,B,3,0,10,15.0,16.0,10049
935,1004446,P00073842,M,18-25,18,B,1,1,1,15.0,17.0,15498
936,1003391,P00052442,M,18-25,4,A,0,0,5,8.0,,5427
937,1000783,P00112142,M,26-35,4,A,2,0,1,2.0,14.0,15668
938,1004181,P00037142,F,26-35,7,C,2,0,1,2.0,5.0,15361
939,1002946,P00285242,M,36-45,16,A,0,1,17,,,10631
940,1004302,P00158042,M,51-55,1,C,1,0,8,,,7823
942,1003328,P00027042,M,55+,19,C,2,1,5,14.0,,7170
944,1001142,P00250642,M,18-25,1,B,1,0,11,,,5996
945,1005806,P00302342,F,51-55,1,B,2,0,8,,,10079
947,1004600,P00260042,M,26-35,0,C,2,1,5,8.0,,8675
948,1003769,P00101942,M,26-35,15,B,0,0,8,17.0,,7978
950,1002168,P00249642,M,0-17,10,B,4+,0,3,5.0,,10822
951,1005957,P00193542,M,18-25,20,B,1,1,1,2.0,,11621
953,1005085,P00189042,M,55+,17,C,0,0,8,,,9789
955,1005433,P00302742,F,36-45,17,B,3,1,8,,,5911
956,1003519,P00191442,F,26-35,14,A,1,1,1,2.0,15.0,7636
957,1002056,P00265242,M,26-35,4,B,2,0,5,8.0,,8809
958,1001080,P00243942,M,55+,7,C,1,1,1,2.0,15.0,19125
960,1000192,P00234742,M,18-25,1,B,2,0,8,,,7941
961,1003324,P00106042,M,36-45,17,C,1,0,5,,,8788
962,1000462,P00016042,M,18-25,16,C,1,1,1,16.0,,15527
963,1004281,P00207042,M,55+,13,A,4+,0,5,14.0,,8645
965,1003410,P00305042,M,36-45,1,B,3,1,11,13.0,16.0,6099
966,1005530,P00059042,F,18-25,4,B,0,0,5,,,5345
967,1001608,P00295842,M,26-35,11,B,1,1,5,8.0,,3590
968,1001613,P00125542,M,18-25,20,A,1,0,6,16.0,,12708
970,1005622,P00042842,M,36-45,15,C,3,1,5,,,6998
971,1003583,P00085542,F,26-35,9,C,4+,0,5,14.0,,8724
972,1005108,P00045542,F,26-35,9,B,3,1,5,14.0,,3621
974,1003836,P00194042,F,51-55,8,B,1,0,8,11.0,,6181
975,1003569,P00117742,F,18-25,2,B,1,0,8,,,6099
976,1000002,P00025942,M,55+,16,C,4+,0,8,14.0,,8017
